year,movie,movie_id,certificate,duration,genre,rate,metascore,synopsis,votes,gross,release_date,user_reviews,critic_reviews,popularity,awards_wins,awards_nominations,Oscar_Best_Picture_won,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Director_nominated,Oscar_Best_Actor_won,Oscar_Best_Actor_nominated,Oscar_Best_Actress_won,Oscar_Best_Actress_nominated,Oscar_Best_Supporting_Actor_won,Oscar_Best_Supporting_Actor_nominated,Oscar_Best_Supporting_Actress_won,Oscar_Best_Supporting_Actress_nominated,Oscar_Best_AdaScreen_won,Oscar_Best_AdaScreen_nominated,Oscar_Best_OriScreen_won,Oscar_Best_OriScreen_nominated,Oscar_nominated,Oscar_nominated_categories,Golden_Globes_won,Golden_Globes_won_categories,Golden_Globes_nominated,Golden_Globes_nominated_categories,BAFTA_won,BAFTA_won_categories,BAFTA_nominated,BAFTA_nominated_categories,Screen_Actors_Guild_won,Screen_Actors_Guild_won_categories,Screen_Actors_Guild_nominated,Screen_Actors_Guild_nominated_categories,Critics_Choice_won,Critics_Choice_won_categories,Critics_Choice_nominated,Critics_Choice_nominated_categories,Directors_Guild_won,Directors_Guild_won_categories,Directors_Guild_nominated,Directors_Guild_nominated_categories,Producers_Guild_won,Producers_Guild_won_categories,Producers_Guild_nominated,Producers_Guild_nominated_categories,Art_Directors_Guild_won,Art_Directors_Guild_won_categories,Art_Directors_Guild_nominated,Art_Directors_Guild_nominated_categories,Writers_Guild_won,Writers_Guild_won_categories,Writers_Guild_nominated,Writers_Guild_nominated_categories,Costume_Designers_Guild_won,Costume_Designers_Guild_won_categories,Costume_Designers_Guild_nominated,Costume_Designers_Guild_nominated_categories,Online_Film_Television_Association_won,Online_Film_Television_Association_won_categories,Online_Film_Television_Association_nominated,Online_Film_Television_Association_nominated_categories,Online_Film_Critics_Society_won,Online_Film_Critics_Society_won_categories,Online_Film_Critics_Society_nominated,Online_Film_Critics_Society_nominated_categories,People_Choice_won,People_Choice_won_categories,People_Choice_nominated,People_Choice_nominated_categories,London_Critics_Circle_Film_won,London_Critics_Circle_Film_won_categories,London_Critics_Circle_Film_nominated,London_Critics_Circle_Film_nominated_categories,American_Cinema_Editors_won,American_Cinema_Editors_won_categories,American_Cinema_Editors_nominated,American_Cinema_Editors_nominated_categories,Hollywood_Film_won,Hollywood_Film_won_categories,Hollywood_Film_nominated,Hollywood_Film_nominated_categories,Austin_Film_Critics_Association_won,Austin_Film_Critics_Association_won_categories,Austin_Film_Critics_Association_nominated,Austin_Film_Critics_Association_nominated_categories,Denver_Film_Critics_Society_won,Denver_Film_Critics_Society_won_categories,Denver_Film_Critics_Society_nominated,Denver_Film_Critics_Society_nominated_categories,Boston_Society_of_Film_Critics_won,Boston_Society_of_Film_Critics_won_categories,Boston_Society_of_Film_Critics_nominated,Boston_Society_of_Film_Critics_nominated_categories,New_York_Film_Critics_Circle_won,New_York_Film_Critics_Circle_won_categories,New_York_Film_Critics_Circle_nominated,New_York_Film_Critics_Circle_nominated_categories,Los_Angeles_Film_Critics_Association_won,Los_Angeles_Film_Critics_Association_won_categories,Los_Angeles_Film_Critics_Association_nominated,Los_Angeles_Film_Critics_Association_nominated_categories,release_date.year,release_date.month,release_date.day-of-month,release_date.day-of-week
2008,The Class,tt1068646,PG-13,128,Drama,7.5,92,Teacher and novelist FranЌois BЋgaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.,29948,3770000,2009-03-13,86,210,,0,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Foreign Language Film of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Foreign Language Film,0,,0,,0,,0,,0,,1,Foreign Language Film of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Foreign Language Film,0,,1,Best Foreign Film,2009,3,13,5
2008,Departures,tt1069238,PG-13,130,Drama|Music,8.10000038,68,A newly unemployed cellist takes a job preparing the dead for funerals.,39872,1540000,2009-06-19,119,165,,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Foreign Language Film of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2009,6,19,5
2012,Skyfall,tt1074638,PG-13,143,Action|Adventure|Thriller,7.80000019,81,"Bond's loyalty to M is tested when her past comes back to haunt her. Whilst MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",536992,304360000,2012-11-09,1505,755,543,16,39,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,"Best Achievement in Music Written for Motion Pictures, Original Song|Best Achievement in Sound Editing|Best Achievement in Cinematography|Best Achievement in Music Written for Motion Pictures, Original Score|Best Achievement in Sound Mixing",1,Best Original Song - Motion Picture,1,Best Original Song - Motion Picture,2,|,8,||Best Supporting Actor|Best Supporting Actress|Best Cinematography|Best Editing|Best Production Design|Best Sound,1,Outstanding Action Performance by a Stunt Ensemble in a Motion Picture,2,Outstanding Action Performance by a Stunt Ensemble in a Motion Picture|Outstanding Performance by a Male Actor in a Supporting Role,3,Best Action Movie|Best Actor in an Action Movie|Best Song,7,Best Action Movie|Best Actor in an Action Movie|Best Song|Best Supporting Actor|Best Supporting Actress|Best Cinematography|Best Actress in an Action Movie,0,,0,,0,,1,Outstanding Producer of Theatrical Motion Pictures,1,Contemporary Film,1,Contemporary Film,0,,0,,1,Excellence in Contemporary Film,1,Excellence in Contemporary Film,4,"Best Music, Original Song|Best Cinematography|Best Sound Effects Editing|Best Titles Sequence",8,"Best Music, Original Song|Best Cinematography|Best Sound Effects Editing|Best Titles Sequence|Best Picture|Best Supporting Actress|Best Film Editing|Best Sound Mixing",1,Best Cinematography,2,Best Cinematography|Best Editing,0,,0,,0,,5,British Film of the Year|Supporting Actor of the Year|Supporting Actress of the Year|British Actor of the Year|British Actress of the Year,0,,1,Best Edited Feature Film - Dramatic,0,,0,,0,,0,,1,Best Original Song,1,Best Original Song,0,,0,,0,,0,,1,Best Cinematography,1,Best Cinematography,2012,11,9,5
2009,Ajami,tt1077262,,124,Crime|Drama,7.4000001,82,Ajami is the religiously mixed community of Muslims and Christians in Tel Aviv. These are five stories about the everyday life in Ajami.,5173,620000,2010-03-26,32,101,,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Foreign Language Film of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2010,3,26,5
2012,Dark Shadows,tt1077368,PG-13,113,Comedy|Fantasy|Horror,6.19999981,55,"An imprisoned vampire, Barnabas Collins, is set free and returns to his ancestral home, where his dysfunctional descendants are in need of his protection.",205409,79710000,2012-05-11,483,528,937,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Favorite Comedic Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2012,5,11,5
2009,My Sister's Keeper,tt1078588,PG-13,109,Drama,7.4000001,51,Anna Fitzgerald looks to earn medical emancipation from her parents who until now have relied on their youngest child to help their leukemia-stricken daughter Kate remain alive.,76840,49190000,2009-06-26,187,146,819,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2009,6,26,5
2008,Rachel Getting Married,tt1084950,R,113,Drama|Romance,6.69999981,82,A young woman who has been in and out of rehab for the past 10 years returns home for the weekend for her sister's wedding.,41905,12800000,2008-11-07,282,232,4785,4,20,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,Best Performance by an Actress in a Leading Role,0,,1,Best Performance by an Actress in a Motion Picture - Drama,0,,0,,0,,1,Outstanding Performance by a Female Actor in a Leading Role,1,Best Actress,2,Best Actress|Best Acting Ensemble,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Breakthrough Performance - Female,7,"Best Breakthrough Performance - Female|Best Actress|Best Supporting Actress|Best Ensemble|Best Casting|Best Writing, Screenplay Written Directly for the Screen|Best First Screenplay",0,,1,Best Actress,0,,0,,0,,1,Actress of the Year,0,,0,,0,,0,,1,Best Actress,1,Best Actress,0,,0,,0,,1,Best Actress,1,Best Screenplay,5,Best Screenplay|Best Film|Best Actress|Best Supporting Actress|Best Supporting Actress,0,,0,,2008,11,7,5
2013,Lone Survivor,tt1091191,R,121,Action|Biography|Drama,7.5999999,60,"Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.",212612,125070000,2014-01-10,427,330,528,3,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,Best Achievement in Sound Mixing|Best Achievement in Sound Editing,0,,0,,0,,0,,1,Outstanding Action Performance by a Stunt Ensemble in a Motion Picture,1,Outstanding Action Performance by a Stunt Ensemble in a Motion Picture,2,Best Action Movie|Best Actor in an Action Movie,2,Best Action Movie|Best Actor in an Action Movie,0,,0,,0,,0,,0,,0,,0,,1,Best Adapted Screenplay,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2014,1,10,5
2009,Dragonball: Evolution,tt1098327,PG,85,Action|Adventure|Fantasy,2.70000005,45,"The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.",58185,9350000,2009-04-10,528,131,1250,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2009,4,10,5
2008,Twilight,tt1099212,PG-13,122,Drama|Fantasy|Romance,5.19999981,56,A teenage girl risks everything when she falls in love with a vampire.,355587,191450000,2008-11-21,1539,349,326,3,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,1,Favorite Film Franchise,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,Favorite Move Fan Following|Favorite Movie|Favorite On-Screen Team,3,Favorite Move Fan Following|Favorite Movie|Favorite On-Screen Team,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2008,11,21,5
2014,Foxcatcher,tt1100089,R,134,Biography|Drama|Sport,7.0,81,"Mark and Dave Schultz, U.S. Olympic Wrestling champions, join Team Foxcatcher led by multimillionaire John E. du Pont as they train for the 1988 games in Seoul - but John's emotional self-destruction threatens to consume them all.",112206,12100000,2015-01-16,293,445,1646,1,19,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,5,Best Performance by an Actor in a Leading Role|Best Performance by an Actor in a Supporting Role|Best Achievement in Directing|Best Original Screenplay|Best Achievement in Makeup and Hairstyling,0,,3,Best Motion Picture - Drama|Best Performance by an Actor in a Motion Picture - Drama|Best Performance by an Actor in a Supporting Role in a Motion Picture,0,,2,Best Supporting Actor|Best Supporting Actor,0,,2,Outstanding Performance by a Male Actor in a Leading Role|Outstanding Performance by a Male Actor in a Supporting Role,0,,2,Best Supporting Actor|Best Hair & Makeup,0,,0,,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,1,Contemporary Film,0,,1,Best Original Screenplay,0,,0,,0,,3,Best Supporting Actor|Best Picture|Best Makeup and Hairstyling,0,,1,Best Supporting Actor,0,,0,,0,,1,Supporting Actor of the Year,0,,0,,1,Best Ensemble of the Year,1,Best Ensemble of the Year,0,,0,,0,,1,Best Supporting Actor,0,,0,,0,,0,,0,,0,,2015,1,16,5
2010,TRON: Legacy,tt1104001,PG,125,Action|Adventure|Sci-Fi,6.80000019,49,The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.,269848,172050000,2010-12-17,670,469,876,2,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Achievement in Sound Editing,0,,0,,0,,0,,0,,0,,0,,1,Best Visual Effects,0,,0,,0,,0,,0,,1,Fantasy Film,0,,0,,0,,1,Excellence in Fantasy Film,0,,3,"Best Music, Original Score|Best Sound Effects Editing|Best Visual Effects",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Original Score,1,Best Original Score,1,Best Original Score,1,Best Original Score,0,,0,,0,,0,,0,,0,,2010,12,17,5
2009,The Hangover,tt1119646,R,100,Comedy,7.80000019,73,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",599702,277310000,2009-06-05,622,335,549,3,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,1,Best Motion Picture - Comedy or Musical,1,Best Motion Picture - Comedy or Musical,0,,1,Best Screenplay - Original,0,,0,,1,Best Comedy Movie,1,Best Comedy Movie,0,,0,,0,,0,,0,,1,Contemporary Film,0,,1,Best Original Screenplay,0,,0,,0,,0,,0,,0,,0,,2,Favorite Movie|Favorite Comedy Movie,0,,0,,1,Best Edited Feature Film (Comedy or Musical),1,Best Edited Feature Film (Comedy or Musical),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2009,6,5,5
2010,Blue Valentine,tt1120985,R,112,Drama|Romance,7.4000001,81,"The relationship of a contemporary married couple, charting their evolution over a span of years by cross-cutting between time periods.",147111,9700000,2011-01-28,291,378,619,1,11,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,Best Performance by an Actress in a Leading Role,0,,2,Best Performance by an Actor in a Motion Picture - Drama|Best Performance by an Actress in a Motion Picture - Drama,0,,0,,0,,0,,0,,2,Best Actor|Best Actress,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best First Feature,3,Best First Feature|Best Actor|Best First Screenplay,0,,1,Best Actor,0,,0,,0,,1,Actor of the Year,0,,0,,0,,0,,0,,0,,0,,2,Best Picture|Best Actress,0,,0,,0,,0,,0,,0,,2011,1,28,5
2011,The Ides of March,tt1124035,R,101,Drama,7.0999999,67,An idealistic staffer for a new presidential candidate gets a crash course on dirty politics during his stint on the campaign trail.,193172,40960000,2011-10-07,288,424,1267,1,10,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,Best Adapted Screenplay,0,,4,Best Performance by an Actor in a Motion Picture - Drama|Best Director - Motion Picture|Best Screenplay - Motion Picture|Best Motion Picture - Drama,0,,2,Best Adapted Screenplay|Best Supporting Actor,0,,0,,0,,1,Best Acting Ensemble,0,,0,,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,0,,0,,0,,0,,0,,0,,1,Best Ensemble,0,,0,,0,,0,,0,,0,,0,,0,,1,Editor of the Year,1,Editor of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2011,10,7,5
2008,The Wrestler,tt1125849,R,109,Drama|Sport,7.9000001,81,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",256185,26240000,2009-01-30,549,390,1520,10,30,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,2,Best Performance by an Actor in a Leading Role|Best Performance by an Actress in a Supporting Role,2,Best Performance by an Actor in a Motion Picture - Drama|Best Original Song - Motion Picture,3,Best Performance by an Actor in a Motion Picture - Drama|Best Original Song - Motion Picture|Best Performance by an Actress in a Supporting Role in a Motion Picture,1,Best Leading Actor,2,Best Leading Actor|Best Supporting Actress,0,,1,Outstanding Performance by a Male Actor in a Leading Role,1,Best Song,4,Best Song|Best Picture|Best Actor|Best Supporting Actress,0,,0,,0,,0,,0,,1,Contemporary Film,0,,1,Best Original Screenplay,0,,1,Excellence in Contemporary Film,1,"Best Music, Original Song",4,"Best Music, Original Song|Best Actor|Best Supporting Actress|Best Writing, Screenplay Written Directly for the Screen",2,Best Actor|Best Supporting Actress,5,Best Actor|Best Supporting Actress|Best Picture|Best Director|Best Original Screenplay,0,,0,,2,Film of the Year|Actor of the Year,3,Film of the Year|Actor of the Year|Director of the Year,0,,0,,0,,0,,0,,1,Best Film,0,,0,,1,Best Actor,1,Best Actor,0,,2,Best Actor|Best Screenplay,0,,1,Best Actor,2009,1,30,5
2010,Burlesque,tt1126591,PG-13,119,Drama|Music|Musical,6.4000001,47,A small-town girl ventures to Los Angeles and finds her place in a neo-burlesque club run by a former dancer.,63348,39440000,2010-11-24,223,196,416,1,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,1,Best Original Song - Motion Picture,3,Best Original Song - Motion Picture|Best Motion Picture - Comedy or Musical|Best Original Song - Motion Picture,0,,0,,0,,0,,0,,1,Best Song,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Excellence in Contemporary Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2010,11,24,3
2009,Drag Me to Hell,tt1127180,PG-13,99,Comedy|Horror|Thriller,6.5999999,83,"A loan officer who evicts an old woman from her home finds herself the recipient of a supernatural curse. Desperate, she turns to a seer to try and save her soul, while evil forces work to push her to a breaking point.",162255,42060000,2009-05-29,697,399,1903,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2009,5,29,5
2010,Shutter Island,tt1130884,R,138,Mystery|Thriller,8.10000038,63,"In 1954, a U.S. marshal investigates the disappearance of a murderess who escaped from a hospital for the criminally insane.",826668,127970000,2010-02-19,979,495,256,0,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Period Film,0,,0,,0,,0,,0,,4,Best Cinematography|Best Production Design|Best Makeup and Hairstyling|Best Sound Mixing,0,,1,Best Cinematography,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2010,2,19,5
2009,Jennifer's Body,tt1131734,R,102,Comedy|Horror,5.0999999,47,A newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?,95079,16200000,2009-09-18,295,300,1009,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2009,9,18,5
2011,Green Lantern,tt1133985,PG-13,114,Action|Adventure|Sci-Fi,5.5999999,39,"Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.",228575,116590000,2011-06-17,555,437,615,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2011,6,17,5
2009,Julie & Julia,tt1135503,PG-13,118,Biography|Drama|Romance,7.0,66,Julia Child's story of her start in the cooking profession is intertwined with blogger Julie Powell's 2002 challenge to cook all the recipes in Child's first book.,82470,94130000,2009-08-07,279,255,2196,4,17,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,Best Performance by an Actress in a Leading Role,1,Best Performance by an Actress in a Motion Picture - Comedy or Musical,2,Best Performance by an Actress in a Motion Picture - Comedy or Musical|Best Motion Picture - Comedy or Musical,0,,1,Best Leading Actress,0,,1,Outstanding Performance by a Female Actor in a Leading Role,1,Best Actress,1,Best Actress,0,,0,,0,,0,,0,,2,Period Film|Period Film,0,,1,Best Adapted Screenplay,0,,1,Excellence in Period Film,0,,1,Best Actress,0,,1,Best Actress,0,,0,,0,,1,Actress of the Year,0,,1,Best Edited Feature Film (Comedy or Musical),0,,0,,0,,0,,0,,1,Best Actress,1,Best Actress,2,Best Actress|Best Supporting Actor,1,Best Actress,1,Best Actress,0,,0,,2009,8,7,5
2009,District 9,tt1136608,R,112,Action|Sci-Fi|Thriller,8.0,81,An extraterrestrial race forced to live in slum-like conditions on Earth suddenly finds a kindred spirit in a government agent who is exposed to their biotechnology.,546694,115650000,2009-08-14,1267,475,1360,8,40,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,4,Best Motion Picture of the Year|Best Adapted Screenplay|Best Achievement in Film Editing|Best Achievement in Visual Effects,0,,1,Best Screenplay - Motion Picture,0,,7,Best Screenplay - Adapted|Best Cinematography|Best Editing|Best Production Design|Best Sound|Best Special Visual Effects|Best Director,0,,0,,1,Best Makeup,5,"Best Makeup|Best Screenplay, Adapted|Best Sound|Best Visual Effects|Best Action Movie",0,,0,,0,,1,Outstanding Producer of Theatrical Motion Pictures,0,,1,Fantasy Film,0,,0,,0,,0,,3,Best First Feature|Best First Screenplay|Best Makeup and Hairstyling,13,"Best First Feature|Best First Screenplay|Best Makeup and Hairstyling|Best Picture|Best Breakthrough Performance - Male|Best Director|Best Writing, Screenplay Based on Material from Another Medium|Best Film Editing|Best Cinematography|Best Production Design|Best Sound Mixing|Best Sound Effects Editing|Best Visual Effects",0,,5,Best Actor|Best Director|Best Adapted Screenplay|Best Cinematography|Best Editing,0,,1,Favorite Independent Movie,0,,0,,0,,1,Best Edited Feature Film (Dramatic),0,,0,,1,Best First Film,2,Best First Film|Best Film,0,,0,,1,Best New Filmmaker,1,Best New Filmmaker,0,,0,,2,Best Production Design|,2,Best Production Design|,2009,8,14,5
2012,Frankenweenie,tt1142977,PG,87,Animation|Comedy|Family,7.0,74,"Young Victor conducts a science experiment to bring his beloved dog Sparky back to life, only to face unintended, sometimes monstrous, consequences.",77692,35290000,2012-10-05,171,377,,3,11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Animated Feature,0,,1,Best Animated Feature Film,0,,1,Best Animated Film,0,,0,,0,,1,Best Animated Feature,0,,0,,0,,1,Outstanding Producer of Animated Theatrical Motion Pictures,0,,0,,0,,0,,0,,0,,0,,1,Best Animated Picture,0,,1,Best Animated Feature,0,,0,,0,,0,,0,,1,Best Edited Animated Feature Film,0,,0,,0,,0,,0,,1,Best Animated Film,1,Best Animated Film,1,Best Animated Film,1,Best Animated Film,1,Best Animated Film,1,Best Animation,1,Best Animation,2012,10,5,5
2009,Orphan,tt1148204,R,123,Horror|Mystery|Thriller,7.0,42,A husband and wife who recently lost their baby adopt a nine year-old girl who is not nearly as innocent as she claims to be.,148949,41570000,2009-07-24,384,267,1201,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2009,7,24,5
2009,The White Ribbon,tt1149362,R,144,Drama|Mystery,7.80000019,82,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?",55126,2220000,2010-03-05,194,290,4473,6,14,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,Best Achievement in Cinematography|Best Foreign Language Film of the Year,1,Best Foreign Language Film,1,Best Foreign Language Film,0,,1,Best Film Not in the English Language,0,,0,,0,,1,Best Foreign Language Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Best Foreign Language Film|Best Cinematography,2,Best Foreign Language Film|Best Cinematography,1,Best Foreign Language Film,1,Best Foreign Language Film,0,,0,,0,,4,Film of the Year|Director of the Year|Screenwriter of the Year|Foreign Language Film of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Cinematographer,1,Best Cinematographer,1,Best Cinematography,3,Best Cinematography|Best Director|Best Foreign Film,2010,3,5,5
2009,Public Enemies,tt1152836,R,140,Biography|Crime|Drama,7.0,70,"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.",236490,97030000,2009-07-01,589,359,1381,0,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,1,Outstanding Performance by a Stunt Ensemble in a Motion Picture,0,,0,,0,,0,,0,,0,,0,,1,Period Film,0,,0,,0,,0,,0,,1,"Best Music, Adapted Song",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2009,7,1,3
2009,"I Love You, Man",tt1155056,R,105,Comedy|Romance,7.0,70,"Friendless Peter Klaven goes on a series of man-dates to find a Best Man for his wedding. But, when his insta-bond with his new B.F.F. puts a strain on his relationship with his fiancée, can the trio learn to live happily ever after?",170179,71350000,2009-03-20,215,214,1537,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Acting Ensemble,0,,0,,0,,0,,0,,0,,2009,3,20,5
2010,The Karate Kid,tt1155076,PG,140,Action|Drama|Family,6.19999981,61,"Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master.",124385,176590000,2010-06-11,415,255,1143,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Favorite On-Screen Team|Favorite Family Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2010,6,11,5
2009,Zombieland,tt1156398,R,88,Adventure|Comedy|Horror,7.69999981,73,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",399906,75590000,2009-10-02,557,447,700,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Comedy Movie,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2009,10,2,5
